ST,aroC,dnaN,hemD,hisD,purE,sucA,thrA
ST-3097,50,80,507,85,40,58,4
ST-3098,42,11,48,774,12,13,4
ST-3099,50,568,25,85,40,58,4
ST-3100,7,12,54,436,40,9,3
ST-3101,72,117,36,33,630,53,95
ST-3102,84,76,38,42,12,13,647
ST-3103,112,162,508,584,503,465,108
ST-3104,41,9,18,12,25,37,2
ST-3105,75,569,10,17,15,9,66
ST-3106,46,570,112,12,36,19,18
ST-3107,11,10,13,13,10,468,4
ST-3108,139,174,68,132,631,9,168
ST-3109,13,109,49,13,632,13,4
ST-3110,188,199,21,62,36,592,190
ST-3111,13,11,509,15,12,15,4
ST-3112,285,26,30,144,21,87,648
ST-3113,417,216,8,163,140,207,86
ST-3114,629,4,87,33,90,317,166
ST-3115,41,67,10,12,71,303,12
ST-3116,138,160,40,277,115,58,4
ST-3117,72,32,40,775,139,79,324
ST-3118,127,439,350,163,76,19,298
ST-3119,630,19,12,9,5,9,2
ST-3120,127,90,25,33,2,33,41
ST-3121,631,63,48,186,36,165,3
ST-3122,437,41,109,279,2,593,95
ST-3123,5,571,3,7,6,6,11
ST-3124,13,11,510,16,13,15,649
ST-3125,110,572,25,776,84,53,192
ST-3126,10,71,511,12,15,20,18
ST-3127,145,26,30,212,21,87,28
ST-3128,2,5,116,88,5,7,650
ST-3129,346,97,8,86,438,19,344
ST-3130,378,378,30,665,21,28,473
ST-3131,25,77,27,380,18,24,174
ST-3132,41,178,10,777,633,112,565
ST-3133,46,55,23,778,16,54,56
ST-3134,46,430,18,130,8,594,115
ST-3135,632,38,8,36,2,9,36
ST-3136,2,15,283,418,8,14,12
ST-3137,18,14,313,9,5,18,21
ST-3138,10,7,12,9,5,595,2
ST-3139,18,7,8,9,39,9,48
ST-3140,10,14,12,31,25,20,33
ST-3141,2,7,9,9,188,9,12
ST-3142,48,31,35,779,26,40,8
ST-3143,457,356,85,116,91,596,194
ST-3144,633,109,17,149,41,13,23
ST-3145,72,531,49,72,33,35,596
ST-3146,41,42,43,58,9,597,2
ST-3147,634,47,49,42,12,58,3
ST-3148,231,38,245,427,236,216,209
ST-3149,30,28,31,27,22,29,540
ST-3150,14,2,331,7,634,19,12
ST-3151,46,573,3,18,635,19,1
ST-3152,20,574,23,14,16,19,140
ST-3153,20,4,512,14,16,19,140
ST-3154,16,2,513,43,36,39,42
ST-3155,635,2,3,7,6,6,11
ST-3156,103,302,79,386,95,308,6
ST-3157,636,4,10,33,90,6,275
ST-3158,33,352,30,780,21,353,80
ST-3159,29,26,30,55,141,145,474
ST-3160,255,26,514,282,21,28,651
ST-3161,39,11,17,21,33,58,111
ST-3162,33,26,30,212,21,28,28
ST-3163,46,124,47,470,36,19,18
ST-3164,48,31,35,14,26,598,8
ST-3165,36,31,35,14,26,599,652
ST-3166,5,133,141,33,189,101,126
ST-3167,484,13,18,781,391,9,104
ST-3168,10,19,12,782,5,9,2
ST-3169,62,53,54,60,636,53,54
ST-3170,105,2,3,12,637,19,17
ST-3171,88,26,30,460,21,87,132
ST-3172,5,2,3,7,6,6,653
ST-3173,637,575,4,130,4,128,8
ST-3174,638,2,361,7,31,600,11
ST-3175,5,2,3,7,638,6,11
ST-3176,10,7,515,9,5,9,2
ST-3177,5,2,3,783,6,6,11
ST-3178,639,1,2,1,1,1,5
ST-3179,127,64,78,86,84,9,124
ST-3180,2,4,40,43,639,423,425
ST-3181,10,7,12,9,5,388,2
ST-3182,147,13,516,123,15,19,17
ST-3183,293,264,80,257,294,91,236
ST-3184,101,576,25,128,84,19,124
ST-3185,12,2,15,784,11,14,16
ST-3186,33,352,30,55,21,353,80
ST-3187,453,431,10,552,640,39,82
ST-3188,14,13,10,9,6,12,17
ST-3189,640,169,48,21,40,35,4
ST-3190,641,92,84,97,98,104,98
ST-3191,641,92,84,97,98,104,98
ST-3192,642,31,35,14,26,40,8
ST-3193,48,31,35,785,26,52,8
ST-3194,65,78,29,82,20,50,60
ST-3195,56,24,28,24,641,26,79
ST-3196,133,577,34,135,24,137,654
ST-3197,643,482,517,511,240,601,208
ST-3198,188,36,518,786,8,602,2
ST-3199,10,7,12,787,5,9,2
ST-3200,25,82,325,788,18,85,25
ST-3201,62,53,54,789,5,53,54
ST-3202,644,133,40,33,76,100,298
ST-3203,5,75,8,96,39,394,97
ST-3204,645,10,17,42,12,13,4
ST-3205,10,578,15,31,25,20,33
ST-3206,646,38,288,408,236,216,209
ST-3207,42,169,17,49,12,83,4
ST-3208,5,2,3,6,642,5,10
ST-3209,5,2,3,6,5,5,655
ST-3210,14,112,43,123,118,115,656
ST-3211,41,13,10,12,5,19,12
ST-3212,110,64,25,125,548,90,101
ST-3213,647,579,25,254,28,45,4
ST-3214,101,4,25,163,643,10,298
ST-3215,648,112,43,123,118,115,120
ST-3216,231,38,519,408,644,340,209
ST-3217,10,7,12,9,110,9,657
ST-3218,11,10,25,790,10,58,4
ST-3219,62,53,54,791,5,53,54
ST-3220,649,20,3,20,5,22,22
ST-3221,650,14,15,31,25,20,33
ST-3222,255,286,520,55,645,87,658
ST-3223,5,2,3,7,6,6,659
ST-3224,10,19,12,9,5,603,2
ST-3225,101,4,8,125,84,10,192
ST-3226,14,75,521,17,5,161,12
ST-3227,3,541,7,4,3,3,7
ST-3228,10,7,522,9,5,9,2
ST-3229,378,26,30,55,21,604,28
ST-3230,346,75,8,96,646,605,374
ST-3231,5,2,523,7,6,6,11
ST-3232,589,1,524,620,647,606,142
ST-3233,5,580,3,7,6,6,11
ST-3234,50,46,48,21,33,15,4
ST-3235,10,19,12,9,5,310,2
ST-3236,22,104,48,231,114,107,660
ST-3237,13,10,25,113,648,71,4
ST-3238,136,90,111,33,84,226,41
ST-3239,10,7,12,9,5,607,2
ST-3240,99,454,8,116,119,7,336
ST-3241,16,16,20,792,8,12,18
ST-3242,117,213,43,11,71,12,307
ST-3243,13,34,71,727,59,83,4
ST-3244,189,70,68,132,175,608,172
ST-3250,41,7,12,9,5,9,661
ST-3252,39,20,153,793,140,146,374
ST-3253,22,11,25,72,655,123,4
ST-3254,203,133,417,129,174,100,196
ST-3255,110,581,40,187,28,9,102
ST-3257,651,7,12,9,112,9,2
ST-3258,341,109,17,149,12,13,23
ST-3259,521,252,27,53,46,609,49
ST-3260,147,13,525,93,140,7,17
ST-3261,280,252,27,794,55,609,59
ST-3262,293,582,80,257,294,271,236
ST-3263,25,583,80,679,294,211,577
ST-3264,33,26,30,55,657,87,132
ST-3267,14,112,43,123,118,610,120
ST-3268,22,11,25,21,10,23,662
ST-3269,110,117,135,795,36,9,102
ST-3270,231,501,402,408,236,340,209
ST-3271,17,101,8,796,6,611,12
ST-3272,13,127,92,113,114,612,4
ST-3274,14,436,122,172,6,7,2
ST-3275,30,28,31,27,22,29,300
ST-3277,17,18,22,17,5,613,19
ST-3278,6,14,18,797,658,512,347
ST-3280,108,191,233,96,95,75,663
ST-3281,52,3,40,51,44,9,3
ST-3283,180,83,25,413,220,23,4
ST-3285,82,15,10,46,162,614,339
ST-3287,5,36,87,103,649,108,664
ST-3288,652,98,90,20,2,9,665
ST-3292,5,510,8,216,5,146,97
ST-3295,75,38,15,124,90,2,8
ST-3296,653,35,40,49,664,615,67
ST-3297,2,584,15,14,15,20,12
ST-3298,202,585,526,96,8,616,303
ST-3299,312,288,328,530,665,337,291
ST-3300,11,46,25,42,40,23,3
ST-3301,654,41,109,279,2,100,126
ST-3302,82,88,15,14,8,10,22
ST-3303,296,26,30,55,21,68,471
ST-3304,41,494,3,7,5,6,10
ST-3305,34,31,35,14,666,6,8
ST-3306,18,14,12,798,5,18,21
ST-3307,2,586,6,7,5,7,12
ST-3309,180,161,132,104,12,13,4
ST-3310,339,117,527,72,44,320,196
ST-3311,17,13,58,604,96,2,34
ST-3313,655,587,528,335,78,84,76
ST-3314,656,97,25,125,84,9,101
ST-3315,65,451,29,312,20,617,60
ST-3317,657,42,43,58,9,12,2
ST-3318,62,53,54,799,5,53,54
ST-3320,75,113,15,7,551,439,8
ST-3321,46,588,3,800,5,19,1
ST-3322,56,25,28,83,79,26,78
ST-3323,56,24,75,24,641,26,27
ST-3324,231,38,529,801,236,216,209
ST-3325,5,2,530,6,5,5,10
ST-3326,136,41,109,802,150,226,95
ST-3327,30,28,531,151,22,148,30
ST-3328,658,3,398,803,161,9,272
ST-3329,2,2,15,804,15,20,12
ST-3330,5,85,79,805,76,95,85
ST-3331,145,26,532,144,21,145,28
ST-3332,13,117,48,806,656,618,23
ST-3333,659,26,30,55,21,87,28
ST-3334,11,41,55,42,34,619,4
ST-3335,182,73,10,196,163,173,159
ST-3336,92,187,10,262,95,108,210
ST-3337,41,89,111,128,76,226,126
ST-3342,660,4,85,116,36,620,194
ST-3343,10,7,12,807,5,9,2
ST-3344,13,127,475,113,161,107,4
ST-3345,661,159,78,183,669,9,126
ST-3347,5,2,3,7,670,6,11
ST-3348,117,295,533,100,38,9,303
ST-3349,11,109,17,21,161,13,23
ST-3350,662,589,261,128,71,621,477
ST-3351,11,140,25,808,12,168,4
ST-3352,37,15,534,12,6,2,34
ST-3354,2,15,21,809,130,139,12
ST-3355,41,332,79,579,38,14,96
ST-3356,88,26,30,84,21,87,666
ST-3358,50,80,25,85,40,58,586
ST-3359,50,80,25,85,671,58,4
ST-3360,41,332,79,62,28,622,96
ST-3361,15,126,101,88,8,19,667
ST-3362,83,46,296,13,40,23,63
ST-3363,83,63,296,13,672,23,63
ST-3364,37,15,535,12,6,2,34
ST-3365,92,590,8,156,2,35,322
ST-3367,346,4,8,125,84,6,192
ST-3369,127,183,133,421,304,101,126
ST-3370,220,221,81,92,330,378,668
ST-3371,50,83,25,49,12,58,63
ST-3372,33,26,30,810,21,145,28
ST-3373,663,28,31,151,22,623,30
ST-3374,75,14,18,110,325,12,8
ST-3375,110,591,25,811,663,79,165
ST-3376,341,11,8,404,653,624,341
ST-3377,2,7,9,9,5,51,12
ST-3379,405,176,27,214,18,474,669
ST-3380,284,176,187,380,18,371,24
ST-3381,30,28,31,473,512,29,30
ST-3382,55,149,59,54,233,70,50
ST-3383,55,149,536,812,581,546,670
ST-3384,664,175,15,813,2,625,671
ST-3385,4,64,8,278,2,146,672
ST-3386,665,86,36,516,8,58,166
ST-3388,101,114,25,125,120,122,673
ST-3389,10,4,43,14,15,19,604
ST-3390,197,73,537,79,71,65,72
ST-3391,4,303,8,814,27,58,349
ST-3392,414,592,78,75,140,626,674
ST-3393,81,5,101,815,124,130,17
ST-3394,124,4,283,12,5,12,38
ST-3395,56,593,28,24,237,26,27
ST-3396,10,14,15,31,25,20,675
ST-3397,50,46,16,21,656,15,4
ST-3399,14,175,8,123,225,6,120
ST-3400,50,46,48,72,656,15,4
ST-3402,288,176,27,327,250,24,91
ST-3403,25,176,77,123,18,91,91
ST-3405,10,7,12,9,70,627,2
ST-3406,101,4,3,125,76,628,101
ST-3407,43,41,16,42,675,13,23
ST-3408,22,11,538,21,10,23,23
ST-3410,22,11,25,21,184,629,4
ST-3411,127,111,25,33,676,282,95
ST-3412,10,594,12,9,5,9,2
ST-3413,666,38,264,363,677,216,209
ST-3414,72,531,49,72,656,630,596
ST-3415,667,104,17,16,678,15,298
ST-3416,30,28,539,816,22,376,30
ST-3419,366,338,93,46,679,343,194
ST-3420,668,20,8,817,140,146,16
ST-3422,65,78,540,211,20,26,676
ST-3423,65,143,29,82,20,50,250
ST-3424,669,4,96,818,116,19,115
ST-3425,191,77,27,313,85,257,677
ST-3426,62,53,54,60,5,631,54
ST-3427,23,9,15,12,680,20,12
ST-3428,136,133,40,94,122,9,95
ST-3429,41,42,541,58,9,12,2
ST-3430,10,7,542,9,5,9,2
ST-3431,101,32,40,33,139,79,324
ST-3432,41,42,43,819,9,12,2
ST-3433,13,127,543,113,114,107,4
ST-3434,110,4,25,125,13,6,678
ST-3435,145,26,30,212,21,87,679
ST-3436,670,5,116,88,5,7,12
ST-3437,671,42,299,58,9,12,2
ST-3438,10,7,12,820,5,9,2
ST-3439,672,472,31,151,23,632,81
ST-3440,48,595,96,119,116,119,118
ST-3441,178,581,8,277,157,633,680
ST-3443,673,585,8,204,8,9,109
ST-3444,674,13,18,12,14,18,1
ST-3445,2,14,24,62,2,19,8
ST-3446,391,15,58,821,681,21,681
ST-3447,111,47,544,42,12,58,3
ST-3448,43,47,49,210,41,634,3
ST-3449,110,31,545,62,14,19,34
ST-3450,42,11,48,149,12,13,682
ST-3451,111,47,49,822,12,58,3
ST-3452,191,82,77,258,18,85,25
ST-3453,30,28,31,27,467,29,30
ST-3454,65,248,29,82,129,50,683
ST-3455,213,130,15,823,682,19,151
ST-3456,101,64,25,163,438,109,344
ST-3457,285,26,30,144,464,288,264
ST-3458,303,183,40,94,488,226,4
ST-3459,33,286,546,180,141,87,134
ST-3460,347,325,93,412,363,132,684
ST-3461,30,28,31,57,683,29,685
ST-3462,30,28,31,151,512,29,30
ST-3463,194,84,8,122,684,9,159
ST-3464,675,14,8,824,64,394,570
ST-3465,301,272,48,825,40,13,3
ST-3466,14,596,17,149,41,13,23
ST-3467,1,1,2,1,1,1,686
ST-3468,13,338,17,13,9,635,111
ST-3469,210,11,25,113,656,16,4
ST-3470,13,41,16,42,40,71,4
ST-3471,13,208,49,719,656,13,4
ST-3472,13,169,25,391,40,13,4
ST-3473,499,463,10,36,668,108,36
ST-3474,216,11,230,347,36,19,4
ST-3475,13,11,25,653,114,314,23
ST-3476,1,1,2,1,1,1,687
ST-3477,1,1,2,1,1,636,5
ST-3478,10,19,12,9,5,9,688
ST-3479,676,20,3,20,5,22,22
ST-3480,8,597,11,11,5,11,15
ST-3481,10,19,12,826,5,9,2
ST-3482,25,176,27,22,18,67,689
ST-3483,139,174,68,132,685,9,168
ST-3484,33,26,339,55,21,637,80
ST-3485,677,23,547,22,85,152,25
ST-3486,6,7,10,10,8,638,14
ST-3487,678,32,548,827,630,53,513
ST-3488,13,598,17,16,13,16,4
ST-3491,10,7,549,9,5,9,2
ST-3492,14,13,18,12,14,18,690
ST-3493,15,70,93,78,113,6,691
ST-3494,10,7,21,14,15,12,692
ST-3495,145,599,30,828,283,639,28
ST-3496,679,10,25,829,10,35,4
ST-3497,231,501,422,651,236,340,209
ST-3498,680,198,550,119,219,119,118
ST-3499,83,11,551,13,77,71,4
ST-3500,145,26,30,268,141,87,693
ST-3501,10,7,12,9,5,640,2
ST-3502,5,21,18,561,36,12,12
ST-3503,145,26,30,212,546,87,308
ST-3504,147,13,15,123,15,641,17
ST-3506,39,536,101,190,663,105,619
ST-3508,2,9,43,7,15,198,361
ST-3509,33,26,30,668,131,642,28
ST-3510,25,77,190,22,18,643,24
ST-3511,29,286,30,830,283,87,474
ST-3512,681,86,25,196,650,644,694
ST-3513,41,600,79,579,38,14,96
ST-3514,682,601,552,831,686,645,695
ST-3515,18,9,12,9,5,18,21
ST-3516,61,117,25,832,654,320,102
ST-3517,13,46,25,833,660,16,4
ST-3518,10,7,21,12,15,12,696
ST-3519,2,4,40,43,687,2,425
ST-3520,231,38,422,651,236,216,697
ST-3521,136,90,111,834,650,226,41
ST-3522,145,26,30,26,21,87,698
ST-3523,341,109,17,149,10,13,23
ST-3524,127,4,25,125,84,90,22
ST-3527,10,14,15,31,25,646,33
ST-3528,683,602,553,835,689,647,699
ST-3529,684,603,554,836,690,648,700
ST-3530,56,25,28,24,641,649,27
ST-3531,39,35,8,36,5,9,36
ST-3532,62,53,54,60,5,53,701
ST-3533,22,11,25,837,10,23,23
ST-3534,13,127,555,113,114,107,4
ST-3535,129,31,35,14,26,34,8
ST-3536,51,48,15,50,42,43,45
ST-3537,2,15,21,138,130,650,12
ST-3538,210,11,17,85,656,107,4
ST-3539,429,503,17,72,122,332,4
ST-3540,685,604,556,838,691,651,702
ST-3541,11,605,25,13,10,35,4
ST-3542,48,198,96,839,219,119,118
ST-3543,5,75,43,840,650,8,97
ST-3544,2,606,21,138,130,139,12
ST-3545,10,7,12,9,692,9,2
ST-3546,10,14,557,31,25,20,33
ST-3547,10,7,12,841,5,9,2
ST-3548,14,112,8,123,350,115,120
ST-3549,30,28,31,622,22,29,30
ST-3550,632,6,8,243,3,652,3
ST-3551,117,295,10,842,38,9,303
ST-3552,138,41,40,96,2,33,464
ST-3553,358,46,16,42,656,653,23
ST-3554,225,25,29,487,48,209,27
ST-3556,56,25,29,82,237,26,78
ST-3557,10,7,12,9,5,9,703
ST-3558,8,8,11,843,5,11,15
ST-3559,14,118,558,196,27,128,579
ST-3560,319,14,15,844,25,20,33
ST-3561,32,241,559,30,264,244,704
ST-3562,10,19,12,9,7,9,2
ST-3563,180,83,25,413,12,23,4
ST-3564,342,25,28,24,594,26,131
ST-3565,56,25,28,83,641,26,78
ST-3566,10,7,12,845,5,9,2
ST-3567,99,48,18,33,2,7,705
ST-3568,145,26,30,26,21,87,28
ST-3569,11,46,560,187,656,389,3
ST-3570,686,25,29,846,79,26,340
ST-3571,2,7,9,847,5,9,12
ST-3572,65,451,29,848,20,519,60
ST-3573,255,607,30,849,252,654,28
ST-3575,4,13,210,43,305,109,272
ST-3576,231,38,561,850,236,340,209
ST-3577,687,95,54,96,651,9,100
ST-3578,688,25,29,24,20,252,27
ST-3579,140,105,8,93,2,655,58
ST-3580,16,2,45,851,36,39,42
ST-3581,43,41,16,852,34,13,4
ST-3582,10,14,15,31,25,20,706
ST-3583,5,2,3,7,695,6,11
ST-3584,5,608,562,621,38,2,707
ST-3585,104,100,563,78,104,9,48
ST-3586,46,409,98,853,206,9,67
ST-3587,50,63,25,72,59,71,708
ST-3588,10,7,12,9,696,9,2
ST-3589,16,2,45,854,36,39,42
ST-3590,10,7,564,9,5,9,2
ST-3591,10,7,565,9,5,9,2
ST-3592,398,73,40,33,140,113,709
ST-3593,13,127,92,855,114,107,4
ST-3594,438,7,10,10,650,10,344
ST-3595,30,28,31,151,512,29,710
ST-3596,11,609,25,118,10,13,4
ST-3597,10,7,12,856,5,9,2
ST-3599,689,12,17,16,13,16,4
ST-3600,5,2,3,857,6,6,11
ST-3601,14,15,56,64,8,2,18
ST-3602,5,14,18,9,6,656,17
ST-3603,2,610,9,9,5,9,12
ST-3605,285,26,30,25,21,87,28
ST-3606,95,245,27,858,55,67,490
ST-3607,5,14,6,12,5,657,58
ST-3608,690,363,80,284,18,658,25
ST-3609,293,264,80,257,294,152,236
ST-3610,46,7,112,12,6,19,12
ST-3611,293,511,80,859,294,24,236
ST-3612,691,98,36,152,174,7,171
ST-3613,13,611,16,15,12,15,4
ST-3614,25,77,80,22,258,85,91
ST-3615,127,506,133,4,76,53,381
ST-3616,145,26,30,26,21,87,711
ST-3617,65,78,29,308,48,50,497
ST-3620,11,10,566,13,10,35,4
ST-3621,43,41,567,42,654,13,111
ST-3622,84,76,38,16,698,13,4
ST-3623,41,4,568,14,16,19,18
ST-3624,13,11,16,15,167,15,4
ST-3625,13,12,17,16,117,16,712
ST-3627,692,9,21,12,8,37,17
ST-3628,11,10,13,860,10,13,4
ST-3629,260,252,80,53,55,47,49
ST-3630,10,7,12,9,5,659,2
ST-3631,10,7,12,9,5,9,105
ST-3632,693,2,3,7,6,6,11
ST-3633,104,100,345,78,104,9,48
ST-3634,3,3,7,861,3,3,7
ST-3637,127,118,479,279,4,101,4
ST-3638,145,26,30,55,21,87,713
ST-3639,694,132,569,862,277,91,249
ST-3640,128,119,100,27,699,129,30
ST-3641,31,28,76,151,23,632,81
ST-3642,145,229,30,282,21,508,28
ST-3643,282,25,29,82,20,50,60
ST-3644,117,81,25,863,84,90,22
ST-3645,5,2,3,7,6,6,714
ST-3646,203,90,40,33,174,327,41
ST-3647,161,2,8,864,600,19,96
ST-3648,3,3,7,4,3,3,715
ST-3649,312,288,249,530,665,295,291
ST-3650,437,41,109,279,2,100,327
ST-3652,230,38,158,363,236,660,510
ST-3653,145,26,30,84,21,661,716
ST-3654,101,4,8,163,84,305,22
ST-3655,4,164,134,865,700,46,158
ST-3656,62,53,54,60,5,53,717
ST-3658,170,536,10,866,701,64,718
ST-3659,111,47,49,867,12,58,3
ST-3660,83,11,17,72,337,13,63
ST-3661,22,11,25,868,10,23,23
ST-3662,10,7,12,869,5,9,2
ST-3663,15,15,19,17,702,19,18
ST-3665,60,12,17,870,13,16,4
ST-3666,62,53,54,60,5,662,54
ST-3667,43,41,16,13,40,13,3
ST-3669,14,612,109,33,651,101,4
ST-3670,469,90,40,33,150,226,513
ST-3671,10,14,15,31,25,20,719
ST-3673,127,117,435,33,122,101,126
ST-3674,1,1,1,1,1,663,5
ST-3675,1,1,1,1,1,1,720
ST-3676,1,1,1,1,1,664,5
ST-3677,1,1,2,1,1,665,5
ST-3678,210,11,17,85,33,107,4
ST-3679,110,591,25,811,169,79,165
ST-3680,136,90,111,834,39,226,41
ST-3681,213,130,15,823,486,19,151
ST-3682,50,46,16,21,33,15,4
ST-3683,194,84,8,122,156,9,159
ST-3684,341,11,8,404,61,624,341
ST-3685,50,46,48,72,33,15,4
ST-3686,687,95,54,96,100,9,100
ST-3687,438,7,10,10,39,10,344
ST-3688,43,41,567,42,35,13,111
ST-3689,4,164,134,865,132,46,158
ST-3690,14,612,109,33,100,101,4
ST-3691,61,117,25,832,35,320,102
ST-3692,13,46,25,833,146,16,4
ST-3693,681,86,25,196,39,644,694
ST-3694,39,536,101,190,169,105,619
ST-3695,11,46,560,187,33,389,3
ST-3696,358,46,16,42,33,653,23
ST-3697,5,75,43,840,39,8,97
ST-3698,72,531,49,72,33,630,596
ST-3699,13,117,48,806,33,618,23
ST-3700,5,36,87,103,29,108,664
ST-3701,112,105,3,98,703,115,108
ST-3702,210,11,25,113,33,16,4
ST-3703,13,208,49,719,33,13,4
ST-3704,499,463,10,36,88,108,36
ST-3705,10,7,570,9,5,9,2
ST-3706,25,232,27,22,18,264,169
ST-3707,242,221,163,871,243,666,721
ST-3708,695,613,10,96,418,9,671
ST-3709,65,143,28,872,20,26,51
ST-3710,56,25,28,83,207,26,722
ST-3711,56,25,28,24,237,86,78
ST-3712,696,24,29,174,20,26,51
ST-3713,56,78,28,873,48,667,78
ST-3714,56,78,28,874,48,26,27
ST-3715,697,7,21,14,15,12,12
ST-3716,10,7,21,14,704,12,12
ST-3717,5,2,361,7,31,668,11
ST-3718,10,7,12,9,5,669,2
ST-3719,10,7,12,875,5,9,46
ST-3720,5,2,571,7,31,41,11
ST-3721,5,2,361,876,31,41,11
ST-3722,5,2,361,877,31,41,11
ST-3723,5,2,572,7,31,41,11
ST-3724,10,14,15,878,25,20,33
ST-3725,101,64,78,125,84,90,383
ST-3726,230,38,422,427,236,216,209
ST-3727,5,2,361,7,705,41,11
ST-3728,118,107,8,51,2,117,723
ST-3729,431,64,40,47,140,670,161
ST-3730,2,614,573,879,8,6,22
ST-3731,696,24,28,174,20,26,51
ST-3732,5,2,3,7,706,6,11
ST-3733,5,2,3,7,6,6,724
ST-3734,5,2,3,6,5,671,10
ST-3735,161,94,574,93,707,9,22
ST-3736,127,90,40,94,150,672,95
ST-3737,14,36,78,262,245,9,725
ST-3738,1,1,2,880,1,1,5
ST-3739,698,1,2,1,1,1,5
ST-3740,92,125,78,128,708,9,141
ST-3741,46,588,3,800,517,673,1
ST-3742,43,41,575,42,35,13,4
ST-3743,699,169,48,16,12,23,4
ST-3744,30,615,31,881,22,674,30
ST-3745,65,143,29,82,709,26,27
ST-3746,19,191,40,122,95,157,158
ST-3747,12,2,15,14,710,14,16
ST-3748,5,2,3,7,6,6,726
ST-3749,20,4,576,14,16,19,18
ST-3750,700,2,3,7,60,6,11
ST-3751,60,140,17,13,161,105,4
ST-3752,111,11,577,74,388,71,4
ST-3753,144,4,18,88,5,153,727
ST-3754,130,97,25,125,84,675,101
ST-3755,41,413,79,490,76,169,177
ST-3756,17,18,22,882,5,21,19
ST-3757,5,616,21,9,6,12,17
ST-3758,48,198,96,883,219,119,118
ST-3759,41,42,578,58,9,12,2
ST-3760,701,70,93,78,113,6,68
ST-3761,10,7,579,9,5,9,2
ST-3762,16,617,20,18,8,12,18
ST-3763,41,172,79,107,8,172,177
ST-3764,13,618,16,15,12,15,4
ST-3765,702,4,23,14,16,385,18
ST-3766,4,19,376,9,505,6,319
ST-3767,703,176,580,22,18,67,91
ST-3768,14,72,581,12,6,19,15
ST-3769,15,199,582,43,115,162,483
ST-3770,10,14,15,31,711,20,33
ST-3771,130,97,25,125,84,9,728
ST-3772,10,118,3,884,4,128,8
ST-3773,81,283,101,12,124,130,729
ST-3774,147,14,21,88,6,676,12
ST-3775,704,52,31,57,22,29,30
ST-3776,179,166,10,122,61,90,166
ST-3777,10,19,12,9,712,9,2
ST-3778,705,225,166,885,713,251,730
ST-3779,289,26,30,886,714,353,134
ST-3780,706,11,17,113,33,107,4
ST-3781,8,38,583,12,5,9,38
ST-3782,5,619,3,7,6,6,11
ST-3783,10,7,21,14,15,677,12
ST-3784,42,11,48,149,12,678,4
ST-3785,347,325,93,412,715,132,168
ST-3786,41,42,43,887,9,12,2
ST-3787,707,14,24,14,2,19,8
ST-3788,118,107,393,51,2,117,16
ST-3789,13,127,48,113,41,679,4
ST-3790,2,7,584,9,5,9,12
ST-3791,708,620,8,888,8,117,102
ST-3792,65,25,29,889,716,50,60
ST-3793,709,53,54,60,5,53,54
ST-3794,364,621,29,263,48,178,371
ST-3795,41,42,43,58,9,12,731
ST-3796,41,42,585,58,9,12,2
ST-3797,2,622,79,11,391,9,732
ST-3798,14,72,21,890,6,19,15
ST-3799,57,28,31,27,22,29,30
ST-3800,111,623,49,16,41,15,3
ST-3801,14,81,111,564,717,226,41
ST-3802,111,11,25,49,12,13,4
ST-3803,1,1,2,1,1,1,733
ST-3804,10,7,12,9,5,9,734
ST-3805,10,7,12,9,5,9,735
ST-3806,710,142,49,16,40,35,3
ST-3807,428,624,308,418,437,9,87
ST-3808,439,28,355,151,22,29,30
ST-3809,124,436,586,43,718,19,736
ST-3810,145,26,587,268,141,87,28
ST-3811,10,129,18,153,8,680,22
ST-3812,184,25,29,891,129,26,78
ST-3813,145,26,30,84,21,87,28
ST-3814,13,625,25,892,8,289,4
ST-3815,17,18,22,17,719,21,19
ST-3816,711,18,398,803,39,9,48
ST-3817,5,2,3,7,6,681,11
ST-3818,16,626,45,43,90,290,85
ST-3819,10,7,12,893,5,9,2
ST-3820,25,77,588,22,85,643,25
ST-3821,45,413,47,236,720,58,737
ST-3822,128,119,100,894,22,129,30
ST-3823,145,26,30,213,21,87,28
ST-3824,302,2,589,895,109,682,14
ST-3825,127,287,40,896,122,143,95
ST-3826,438,627,590,225,27,616,738
ST-3827,151,77,27,406,18,326,91
ST-3828,14,13,18,897,14,18,1
ST-3829,255,286,520,898,645,87,658
ST-3830,230,38,228,899,236,216,209
ST-3831,43,41,16,42,721,13,4
ST-3832,39,174,54,900,399,683,739
ST-3833,543,157,131,396,8,2,740
ST-3834,16,2,45,901,36,39,42
ST-3835,426,628,10,122,38,207,741
ST-3836,50,36,78,412,722,9,742
ST-3837,225,25,29,487,48,209,78
ST-3838,10,60,58,902,6,65,16
ST-3839,712,34,71,80,59,83,427
ST-3840,2,2,43,7,15,19,12
ST-3841,41,332,79,80,28,14,96
ST-3842,10,129,18,153,8,684,22
ST-3843,10,183,7,386,723,186,743
ST-3844,438,629,591,903,76,113,744
ST-3845,5,172,8,195,438,74,452
ST-3846,41,5,15,673,555,12,305
ST-3847,346,3,22,524,2,319,745
ST-3848,2,2,3,124,2,2,746
ST-3849,145,286,30,282,21,87,28
ST-3850,5,2,3,7,6,190,11
ST-3851,2,15,21,904,130,139,12
ST-3852,1,1,1,1,1,1,1
ST-3853,88,26,592,546,21,87,80
ST-3854,17,18,22,905,5,21,19
ST-3855,43,41,16,13,337,13,23
ST-3856,33,630,159,144,21,87,28
ST-3857,369,75,90,451,2,188,378
